text,label,language,source
"नोटिस: Alert: Unusual sign-in detected. If this wasn't you, reset your password immediately. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Phishing,HI,PhishTank (verified phishing) (sanitized)
"FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Safe,EN,PhishTank (verified phishing) (sanitized)
Attention: तपाईंले पुरस्कार जित्नुभयो! दाबी गर्न [LINK] मा फर्म भर्नुहोस्।,Phishing,NP,synthetic
"Hello, your order #20391 has been shipped. Track it using the tracking number attached. Sent from our secure servers.",Safe,EN,synthetic
Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from Kaggle (phishing collections)),Phishing,EN,Kaggle (phishing collections) (sanitized)
"Dear Customer, पासवर्ड रीसेट का अनुरोध मिला। इसे 24 घंटे में [LINK] से रीसेट करें। If you have questions, reply to this email.",Phishing,HI,synthetic
Attention: तपाईंको भुक्तानी असफल भयो। बिल विवरण अपडेट गर्न [LINK] मा क्लिक गर्नुहोस्।,Phishing,NP,synthetic
"Hello, नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें। For support, contact helpdesk.",Phishing,HI,synthetic
"नोटिस: Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from Enron (public corpus)) If you have questions, reply to this email.",Phishing,HI,Enron (public corpus) (sanitized)
FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from SpamAssassin (public corpus)),Safe,EN,SpamAssassin (public corpus) (sanitized)
"टिकट अपडेट: आपकी यात्रा का समय बदल दिया गया है। कृपया संलग्न विवरण देखें। If you have questions, reply to this email.",Safe,HI,synthetic
"Welcome to our newsletter! Here are this month's updates and tips. For support, contact helpdesk.",Safe,EN,synthetic
Welcome to our newsletter! Here are this month's updates and tips. Sent from our secure servers.,Safe,EN,synthetic
"Attention: प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें।",Phishing,HI,synthetic
Attention: नए डिवाइस से असामान्य लॉगिन। यदि आपने नहीं किया तो [LINK] पर जाएँ और सुरक्षित करें। Sent from our secure servers.,Phishing,HI,synthetic
Unusual login attempt from a new device. Secure your account here: [LINK]. Sent from our secure servers.,Phishing,EN,synthetic
"Dear Customer, Password reset requested. Reset using: [LINK]. This expires in 24 hours. For support, contact helpdesk.",Phishing,EN,synthetic
Thank you for your purchase. Your invoice is attached to this email.,Safe,EN,synthetic
Your subscription has been renewed successfully. No action needed. Sent from our secure servers.,Safe,EN,synthetic
"Hello, your order #12617 has been shipped. Track it using the tracking number attached. For support, contact helpdesk.",Safe,EN,synthetic
"Hello, your order #10094 has been shipped. Track it using the tracking number attached.",Safe,EN,synthetic
Please review the attached invoice for your recent transaction and confirm receipt. (sanitized sample from Kaggle (phishing collections)) Sent from our secure servers.,Safe,EN,Kaggle (phishing collections) (sanitized)
"Dear Customer, Unusual login attempt from a new device. Secure your account here: [LINK]. For support, contact helpdesk.",Phishing,EN,synthetic
"नोटिस: FYI: Meeting minutes attached. Let me know if any changes are needed. (sanitized sample from PhishTank (verified phishing)) For support, contact helpdesk.",Safe,HI,PhishTank (verified phishing) (sanitized)
Attention: Password reset requested. Reset using: [LINK]. This expires in 24 hours. Sent from our secure servers.,Phishing,EN,synthetic
नोटिस: Reminder: Company policy update requires your acknowledgment. Please visit the internal portal to sign. (sanitized sample from SpamAssassin (public corpus)),Phishing,HI,SpamAssassin (public corpus) (sanitized)
"Hello, तपाईंले पुरस्कार जित्नुभयो! दाबी गर्न [LINK] मा फर्म भर्नुहोस्। Sent from our secure servers.",Phishing,NP,synthetic
स्मरण: परियोजना की समयसीमा अगले हफ्ते है। कृपया अपडेट साझा करें। Sent from our secure servers.,Safe,HI,synthetic
सूचना: Subscription confirmation: Your subscription has been activated. Thank you for choosing our service. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Phishing,NP,SpamAssassin (public corpus) (sanitized)
Attention: तपाईंले पुरस्कार जित्नुभयो! दाबी गर्न [LINK] मा फर्म भर्नुहोस्।,Phishing,NP,synthetic
"Dear user, we detected suspicious activity on your account. Verify now at [LINK] to avoid suspension. For support, contact helpdesk.",Phishing,EN,synthetic
Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. Sent from our secure servers.,Safe,EN,synthetic
Reminder: Team meeting tomorrow at 10:00 AM. Agenda attached. Sent from our secure servers.,Safe,EN,synthetic
"Hello, प्रिय उपयोगकर्ता, आपके खाते में असामान्य गतिविधि मिली। तुरंत [LINK] पर जाकर सत्यापित करें। For support, contact helpdesk.",Phishing,HI,synthetic
Your account activity statement is ready. Log in to the official site to view details. (sanitized sample from SpamAssassin (public corpus)) Sent from our secure servers.,Phishing,EN,SpamAssassin (public corpus) (sanitized)
"Action required: Please update your contact details in the HR portal within 48 hours. (sanitized sample from SpamAssassin (public corpus)) For support, contact helpdesk.",Phishing,EN,SpamAssassin (public corpus) (sanitized)
"पासवर्ड रीसेट का अनुरोध मिला। इसे 24 घंटे में [LINK] से रीसेट करें। If you have questions, reply to this email.",Phishing,HI,synthetic
